product_code,product_color,color_id,style_id,fit,composition
1008549001,Light denim blue,001,1008549,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%"
1008549002,Denim blue,002,1008549,Regular fit,"Shell: Cotton 99%, Spandex 1%"
1008549002,Denim blue,002,1008549,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%"
1008549006,Black,006,1008549,Regular fit,"Shell: Cotton 99%, Spandex 1%"
1008549006,Black,006,1008549,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%"
0985159001,Black,001,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159001,Black,001,0985159,Skinny fit,Pocket lining: Cotton 100%
0985159002,Denim blue,002,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159002,Denim blue,002,0985159,Skinny fit,Pocket lining: Cotton 100%
0985159003,Dark gray,003,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159003,Dark gray,003,0985159,Skinny fit,Pocket lining: Cotton 100%
0985159005,Dark blue,005,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159005,Dark blue,005,0985159,Skinny fit,Pocket lining: Cotton 100%
0985159006,Dark denim blue,006,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159006,Dark denim blue,006,0985159,Skinny fit,Pocket lining: Cotton 100%
0985197001,Black,001,0985197,Slim fit,Pocket lining: Cotton 100%
0985197001,Black,001,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197002,Midnight blue,002,0985197,Slim fit,Pocket lining: Cotton 100%
0985197002,Midnight blue,002,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197003,Denim blue,003,0985197,Slim fit,Pocket lining: Cotton 100%
0985197003,Denim blue,003,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197005,Dark denim blue,005,0985197,Slim fit,Pocket lining: Cotton 100%
0985197005,Dark denim blue,005,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197006,Light denim blue,006,0985197,Slim fit,Pocket lining: Cotton 100%
0985197006,Light denim blue,006,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197007,Dark gray,007,0985197,Slim fit,Pocket lining: Cotton 100%
0985197007,Dark gray,007,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0427159001,Black denim,001,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159002,Blue washed out,002,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159003,Denim blue,003,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159004,Light denim blue,004,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159005,Dark denim blue,005,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159007,Black washed out,007,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159008,Denim blue,008,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159010,White denim,010,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159011,Light blue washed out,011,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159017,Super light denim blue,017,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159022,Black/trashed,022,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159023,Light denim blue,023,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159025,Denim blue/bleached,025,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0427159027,Black/bleached,027,0427159,Skinny fit,"Cotton 93%, Polyester 6%, Spandex 1%"
0985159001,Black,001,0985159,Skinny fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985159001,Black,001,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159002,Denim blue,002,0985159,Skinny fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985159002,Denim blue,002,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159003,Dark gray,003,0985159,Skinny fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985159003,Dark gray,003,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159004,Light denim blue,004,0985159,Skinny fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985159004,Light denim blue,004,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0985159005,Dark blue,005,0985159,Skinny fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985159005,Dark blue,005,0985159,Skinny fit,"Shell: Cotton 99%, Spandex 1%"
0938875002,White,002,0938875,Slim fit,Pocket lining: Cotton 100%
0938875002,White,002,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875004,Dark gray,004,0938875,Slim fit,Pocket lining: Cotton 100%
0938875004,Dark gray,004,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875007,Black,007,0938875,Slim fit,Pocket lining: Cotton 100%
0938875007,Black,007,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875008,Denim blue,008,0938875,Slim fit,Pocket lining: Cotton 100%
0938875008,Denim blue,008,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875001,Light denim blue,001,0938875,Slim fit,Pocket lining: Cotton 100%
0938875001,Light denim blue,001,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875002,White,002,0938875,Slim fit,Pocket lining: Cotton 100%
0938875002,White,002,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875004,Dark gray,004,0938875,Slim fit,Pocket lining: Cotton 100%
0938875004,Dark gray,004,0938875,Slim fit,"Cotton 99%, Spandex 1%"
0938875008,Denim blue,008,0938875,Slim fit,Pocket lining: Cotton 100%
0938875008,Denim blue,008,0938875,Slim fit,"Cotton 99%, Spandex 1%"
1004476002,Light denim blue,002,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476003,Denim blue,003,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476004,Dark denim blue,004,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476005,Black/No fade black,005,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476006,Dark denim blue,006,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0985197001,Black,001,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197001,Black,001,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197002,Midnight blue,002,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197002,Midnight blue,002,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197003,Denim blue,003,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197003,Denim blue,003,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197004,Dark denim blue,004,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197004,Dark denim blue,004,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197006,Light denim blue,006,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197006,Light denim blue,006,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197007,Dark gray,007,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197007,Dark gray,007,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
1004476001,Light denim blue,001,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476002,Light denim blue,002,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476003,Denim blue,003,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476004,Dark denim blue,004,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476006,Dark denim blue,006,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476001,Light denim blue,001,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476003,Denim blue,003,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476004,Dark denim blue,004,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476005,Black/No fade black,005,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476006,Dark denim blue,006,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0730863002,Denim blue washed out,002,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863003,Black/washed out,003,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863004,Dark denim blue,004,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863005,Light denim blue,005,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863007,Denim blue,007,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863008,Light gray,008,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863009,Dark blue,009,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863010,Denim blue,010,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863011,White,011,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863012,Denim blue,012,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863014,Gray denim,014,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863017,Light denim blue,017,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863018,Black washed-out,018,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863027,Black/washed out,027,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863038,Denim blue,038,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863039,Blue,039,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863040,Denim blue,040,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863043,Graphite gray,043,0730863,Skinny fit,"Cotton 98%, Spandex 2%"
0730863002,Denim blue washed out,002,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863003,Black/washed out,003,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863004,Dark denim blue,004,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863007,Denim blue,007,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863008,Light gray,008,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863009,Dark blue,009,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863010,Denim blue,010,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863011,White,011,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863012,Denim blue,012,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863014,Gray denim,014,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863017,Light denim blue,017,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863018,Black washed-out,018,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863027,Black/washed out,027,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863033,Black/No fade black,033,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863038,Denim blue,038,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863039,Blue,039,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863040,Denim blue,040,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0730863043,Graphite gray,043,0730863,Skinny fit,"Cotton 99%, Spandex 1%"
0814631001,Dark denim blue,001,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631003,Dark gray,003,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631004,Pale denim blue,004,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631005,Light gray,005,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631006,Black/No fade black,006,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631007,Dark blue,007,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631012,White,012,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631014,Gray,014,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0814631018,Dark denim blue,018,0814631,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004199002,Black,002,1004199,Skinny fit,"Cotton 99%, Spandex 1%"
1004199003,Denim blue,003,1004199,Skinny fit,"Cotton 99%, Spandex 1%"
1004476001,Light denim blue,001,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476002,Light denim blue,002,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476004,Dark denim blue,004,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476005,Black/No fade black,005,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
1004476006,Dark denim blue,006,1004476,Slim fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%"
0974597001,Denim blue,001,0974597,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0974597001,Denim blue,001,0974597,Slim fit,"Shell: Cotton 98%, Spandex 2%"
0974597002,Denim blue,002,0974597,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0974597002,Denim blue,002,0974597,Slim fit,"Shell: Cotton 98%, Spandex 2%"
0974597005,Light denim blue,005,0974597,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0974597005,Light denim blue,005,0974597,Slim fit,"Shell: Cotton 98%, Spandex 2%"
0974597006,Dark gray,006,0974597,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0974597006,Dark gray,006,0974597,Slim fit,"Shell: Cotton 98%, Spandex 2%"
0720504001,Black,001,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504001,Black,001,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504002,Dark denim blue,002,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504002,Dark denim blue,002,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504003,Denim blue,003,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504003,Denim blue,003,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504004,Light denim blue,004,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504004,Light denim blue,004,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504005,Light gray,005,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504005,Light gray,005,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504007,Midnight blue,007,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504007,Midnight blue,007,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504008,Dark gray,008,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504008,Dark gray,008,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504011,Dark blue,011,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504011,Dark blue,011,0720504,Skinny fit,Pocket lining: Cotton 100%
0720504013,Light blue,013,0720504,Skinny fit,"Cotton 90%, Polyester 8%, Spandex 2%"
0720504013,Light blue,013,0720504,Skinny fit,Pocket lining: Cotton 100%
0985197001,Black,001,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197001,Black,001,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197002,Midnight blue,002,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197002,Midnight blue,002,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197003,Denim blue,003,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197003,Denim blue,003,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197004,Dark denim blue,004,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197004,Dark denim blue,004,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197005,Dark denim blue,005,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197005,Dark denim blue,005,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0985197007,Dark gray,007,0985197,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%"
0985197007,Dark gray,007,0985197,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0974597002,Denim blue,002,0974597,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0974597002,Denim blue,002,0974597,Slim fit,Pocket lining: Cotton 100%
0974597003,Black,003,0974597,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0974597003,Black,003,0974597,Slim fit,Pocket lining: Cotton 100%
0974597005,Light denim blue,005,0974597,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0974597005,Light denim blue,005,0974597,Slim fit,Pocket lining: Cotton 100%
0974597006,Dark gray,006,0974597,Slim fit,"Shell: Cotton 99%, Spandex 1%"
0974597006,Dark gray,006,0974597,Slim fit,Pocket lining: Cotton 100%
0751994001,Dark gray,001,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994003,Light denim blue,003,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994004,Dark denim blue,004,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994005,Dark blue,005,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994006,Denim blue,006,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994007,Black/washed out,007,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994009,Dark blue denim,009,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994010,Dark gray,010,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994014,Light gray,014,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994016,Dark blue,016,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994017,Dark denim blue,017,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994018,Denim blue,018,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994031,Light blue,031,0751994,Slim fit,"Cotton 98%, Spandex 2%"
0751994034,Dark blue,034,0751994,Slim fit,"Cotton 98%, Spandex 2%"
